Gene	AS_event_ID	chromosome	strand	Composite_coordinates	pvalue	qvalue	deltaPSI_control-KD
lncRNA:CR43960	chrX_+_12092070_12092083_12092087_12092141_12092147	chrX	+	12092070;12092083;12092087;12092141;12092147	1.18620212361767e-108	1.12684475838803e-106	-0.0785333333333336;0.0742333333333333;0.0043;3.33333333333297e-05;-3.33333333333333e-05
lncRNA:CR32652	chrX_-_12104108_12254925_12377206_12405444_12405514_12406295_12406586_12406651_12406763_12408471_12411162_12411253_12411310_12411363_12411589_12411642_12411662_12411799_12411813_12411816_12411872_12411939_12411976_12411991_12412029_12412101	chrX	-	12104108;12254925;12377206;12405444;12405514;12406295;12406586;12406651;12406763;12408471;12411162;12411253;12411310;12411363;12411589;12411642;12411662;12411799;12411813;12411816;12411872;12411939;12411976;12411991;12412029;12412101	0	0	-0.0088;0.00879999999999992;-0.00183333333333333;-0.0007;-0.00136666666666667;-0.001;-0.00733333333333333;-0.0162333333333333;-0.0221666666666667;-0.00693333333333333;-0.00886666666666667;-0.001;0.0707000000000001;-0.00326666666666667;Inf;Inf;-0.000733333333333333;-0.002;-0.0364666666666667;-0.00336666666666667;-0.00673333333333333;-0.0026;0.0028;0.0491666666666666;-0.00536666666666667;0.00536666666666674;-0.00126666666666667;0.0036;-0.00233333333333308;Inf;Inf;Inf;-0.0703666666666667;-0.0195333333333333;0.154566666666667;-0.0298333333333333;-0.0347333333333333;0.307966666666667;-0.165433333333333;-0.0544;-0.0671;-0.0210666666666667;0.0370666666666666;0.00446666666666667;-0.0369333333333333;-0.00456666666666667;0.0105333333333334;-0.00263333333333333;-0.00793333333333333;Inf;Inf;0.00459999999999994;-0.0046
CG3638	chrX_-_1226282_1233801_1234279_1234608_1234752_1236443	chrX	-	1226282;1233801;1234279;1234608;1234752;1236443	1.54151484690896e-07	6.18230769393875e-07	-0.292766666666667;0.292766666666667;0.0856333333333333;-0.0856333333333333;-0.0534;-0.0537666666666667;0.1072
Rab40	chrX_-_12461872_12462865_12464793_12524226_12563080	chrX	-	12461872;12462865;12464793;12524226;12563080	1.62286065829749e-09	8.12560589432933e-09	Inf;Inf;0.222033333333333;-0.179333333333333;-0.0426666666666667
Pits	chrX_-_12565756_12573409_12573723_12573814_12581570	chrX	-	12565756;12573409;12573723;12573814;12581570	5.6344479599108e-07	2.10785697122713e-06	-0.0153;-0.143833333333333;0.159166666666667;0.184733333333333;-0.184733333333333
LIMK1	chrX_-_12590484_12591929_12591966_12693425_12710308	chrX	-	12590484;12591929;12591966;12693425;12710308	3.82473761635792e-08	1.64383171312113e-07	-0.148533333333333;0.148533333333333;0.0803666666666666;0.0192333333333333;-0.0996
Tomosyn	chrX_+_12628241_12631813_12633723_12633911_12633916_12633957_12635730	chrX	+	12628241;12631813;12633723;12633911;12633916;12633957;12635730	0.0109627035773835	0.0220023038718723	-0.0704666666666667;0.1051;-0.0346;-0.0817333333333333;-0.00276666666666667;-0.0616999999999999;0.1462
sick	chr2L_+_19775543_19776595_19779029_19783165_19792048_19792141_19792151_19792176_19807585_19826353_19828878_19830681_19845375_19853971_19857668_19857840_19866509_19886942_19887320_19902187_19907760_19907892_19908656_19908757_19910432_19918585_19925381	chr2L	+	19775543;19776595;19779029;19783165;19792048;19792141;19792151;19792176;19807585;19826353;19828878;19830681;19845375;19853971;19857668;19857840;19866509;19886942;19887320;19902187;19907760;19907892;19908656;19908757;19910432;19918585;19925381	3.97665722775394e-23	5.4851184885402e-22	-Inf;-Inf;0.199433333333333;-0.199433333333333;-0.241166666666667;-0.160533333333333;-0.182;-0.112;0.695666666666667;-0.0912666666666667;-0.0592;-0.0504;-0.1169;0.3177;-0.0336;-0.0311333333333333;-0.0977;0.148133333333334;0.0142666666666666;-0.0324333333333333;-0.0603333333333333;-0.0904;0.209533333333333;-0.0263666666666667;0.0659666666666667;0.527633333333333;0.0594;-0.223466666666667;-0.203433333333333;0.0193333333333334;-0.102133333333333;-0.0868333333333333;-0.0565;0.119266666666667;-0.119266666666667;Inf;Inf;Inf;0.341233333333333;0.4808;-0.469933333333333;-0.352133333333333;0.3347;-0.2471;-0.0876;0.107733333333333;-0.107733333333333;-0.0378;0.114566666666667;-0.0767666666666667
Tomosyn	chrX_+_12640839_12643871_12644767_12648535_12648783_12651108	chrX	+	12640839;12643871;12644767;12648535;12648783;12651108	0.0108025584643076	0.0217061647514389	-0.0449;-0.0896333333333332;0.134533333333333;-0.145666666666666;0.151233333333333;-0.00559999999999999
CG32647	chrX_-_12783589_12784460_12784522_12784700_12784807	chrX	-	12783589;12784460;12784522;12784700;12784807	0.000547230901435543	0.00136489551217724	0.419233333333333;-0.419233333333333;-0.235933333333334;0.235933333333333;-0.0945;0.0945
Pde9	chrX_-_12794584_12806896_12807005_12807075_12807228_12812168	chrX	-	12794584;12806896;12807005;12807075;12807228;12812168	3.98889394983935e-18	4.10824152139335e-17	-0.241766666666667;0.241766666666667;-0.245733333333333;0.245733333333333;0.368633333333333;-0.192166666666667;-0.1765
hec	chrX_-_12913802_12952977_12953531_12954583_12957154_12968106_12970974_12972847_12974379_12974460_12974517	chrX	-	12913802;12952977;12953531;12954583;12957154;12968106;12970974;12972847;12974379;12974460;12974517	1.86067157095803e-11	1.12918943593594e-10	-0.425466666666667;0.425466666666667;-0.2171;-0.497533333333333;0.267766666666667;0.446833333333333;-0.00456666666666667;-0.0041;0.00870000000000004;Inf;Inf;0.4028;-0.2009;-0.2019
LManII	chr2L_+_10449515_10449577_10450606_10457962_10458446	chr2L	+	10449515;10449577;10450606;10457962;10458446	1.16062976298556e-09	5.90044193211921e-09	-0.0518;-0.0438333333333333;0.0956333333333333;0.147666666666667;-0.147666666666667
DAAM	chrX_-_1295936_1297426_1298246_1308074_1309857_1309900_1316073	chrX	-	1295936;1297426;1298246;1308074;1309857;1309900;1316073	6.0908458919618e-12	3.87642144529393e-11	0.0885666666666667;-0.0885666666666667;0.115466666666667;-0.441033333333333;0.197;0.0266;0.101966666666667
CG15719	chrX_-_13004376_13004428_13004438_13004508_13004562_13004566	chrX	-	13004376;13004428;13004438;13004508;13004562;13004566	3.54859353218112e-24	5.15616478862441e-23	-0.126066666666667;0.126066666666667;0.2642;-0.1682;-0.096;-0.0696;0.0696
sno	chrX_-_13101541_13107870_13107899_13107960_13111632_13123687_13123772_13123843_13124654_13126066_13126214_13128249_13193309_13200892_13200904_13201742_13202159_13202164_13202179_13202738_13203057_13203708_13204150_13206710	chrX	-	13101541;13107870;13107899;13107960;13111632;13123687;13123772;13123843;13124654;13126066;13126214;13128249;13193309;13200892;13200904;13201742;13202159;13202164;13202179;13202738;13203057;13203708;13204150;13206710	0	0	-0.0276333333333333;-0.607133333333333;0.6348;-0.121066666666667;-0.1186;0.2397;-0.161733333333333;-0.0807;0.242433333333333;-0.00456666666666667;-0.105333333333333;0.109866666666667;-0.0042;0.0932000000000001;-0.089;-0.1519;0.837133333333333;-0.226466666666667;-0.339366666666667;-0.0669666666666667;-0.0524333333333333;0.208933333333334;-0.122333333333333;-0.0866;0.0327;-0.0327;0.00493333333333333;-0.0076;-0.00676666666666667;-0.00966666666666667;-0.0599;0.194366666666667;-0.115366666666667
mew	chrX_-_13206829_13211098_13215292_13215862_13215917_13216018_13216986_13217059_13218664_13219746_13219881_13220032	chrX	-	13206829;13211098;13215292;13215862;13215917;13216018;13216986;13217059;13218664;13219746;13219881;13220032	1.25430134576493e-23	1.77125029839615e-22	-0.0212333333333333;0.0212333333333333;-0.031;0.0310000000000001;-0.0271;-0.0559333333333333;0.083;0.0783666666666666;-0.007;-0.0138666666666667;-0.00913333333333333;-0.0257666666666667;-0.0225333333333333;0.0493333333333333;-0.0493333333333333
mew	chrX_-_13220146_13223824_13223852_13224982_13225103_13225111_13239155_13239225_13256615_13258382	chrX	-	13220146;13223824;13223852;13224982;13225103;13225111;13239155;13239225;13256615;13258382	6.98009907564382e-70	3.85560190794559e-68	-0.334266666666667;0.334266666666667;-0.281366666666667;0.281366666666667;-0.4211;-0.023;-0.369866666666667;0.814;0.341566666666667;-0.0203999999999999;0.00276666666666667;-0.3239;0.0954333333333333;0.756166666666667;-0.851533333333333
HDAC4	chrX_-_13271589_13276433_13276547_13282164_13282229_13284890_13285201	chrX	-	13271589;13276433;13276547;13282164;13282229;13284890;13285201	3.12253924852844e-53	1.23335989798861e-51	-0.407733333333333;-0.393133333333333;0.800866666666667;0.376033333333333;-0.376033333333333;0.474833333333333;-0.474833333333333;-0.505966666666667;0.505966666666667
CG1640	chrX_+_13370802_13370868_13371060_13371261_13371367_13373861_13373903_13374103_13374239_13374385_13377856_13397300_13398583	chrX	+	13370802;13370868;13371060;13371261;13371367;13373861;13373903;13374103;13374239;13374385;13377856;13397300;13398583	0	0	0.1255;-0.0701;-0.0297333333333333;-0.0257;-0.338733333333333;-0.0282;0.3669;-0.1903;-0.0102;0.2005;-0.195666666666667;0.195666666666667;-0.0426;0.6312;-0.0155333333333333;-0.322533333333333;-0.250533333333333;0.557833333333333;-0.373266666666667;-0.184566666666667;0.0089999999999999;-0.009
CG1998	chrX_-_13390562_13410268_13410340_13410517_13411350	chrX	-	13390562;13410268;13410340;13410517;13411350	3.36141084958085e-05	9.96925415200536e-05	-0.0162;0.0162;-0.0243;0.0242999999999999;Inf;Inf
Tpst	chrX_+_13586054_13586092_13586964_13589920_13607474_13607681	chrX	+	13586054;13586092;13586964;13589920;13607474;13607681	1.7865262044791e-12	1.19294088642986e-11	0.0502333333333336;-0.0502333333333333;-0.1413;0.1413;0.0271333333333333;0.126866666666667;-0.154033333333333
Tango2	chrX_+_13617575_13617663_13617731_13617812_13617936_13618100_13618271_13625589_13645804_13649375	chrX	+	13617575;13617663;13617731;13617812;13617936;13618100;13618271;13625589;13645804;13649375	3.10974605518e-75	1.9094107709797e-73	-0.138366666666667;0.138366666666667;-0.1597;0.1597;-0.114666666666667;0.241933333333333;-0.127266666666667;-0.0313333333333333;-0.0281333333333333;0.173033333333333;-0.0321666666666667;-0.063;-0.0183666666666667;-0.3233;0.3233
Nna1	chrX_+_13692653_13704022_13705890_13706081_13706146_13706326_13709403_13709557_13709708_13709788_13709806_13709827_13710395_13710780_13711102_13711509	chrX	+	13692653;13704022;13705890;13706081;13706146;13706326;13709403;13709557;13709708;13709788;13709806;13709827;13710395;13710780;13711102;13711509	4.54454656336747e-231	1.30032201908321e-228	Inf;Inf;-0.0232;-0.000933333333333334;0.0241999999999999;-0.1559;0.1559;-0.144266666666667;-0.1495;-0.039;0.3675;-0.0347;-0.0252333333333333;0.2943;-0.212966666666667;-0.0561;-0.0696333333333333;0.0696333333333332;0.0481;-0.0481;-0.00553333333333333;-0.0322;-0.0148;0.0851333333333333;-0.0326666666666667;0.0138666666666666;-0.0138666666666667
Nna1	chrX_+_13711893_13711897_13711981_13712095_13712098	chrX	+	13711893;13711897;13711981;13712095;13712098	5.94010881727887e-07	2.21652511172453e-06	-0.00200000000000011;0.002;-0.00483333333333333;0.00129999999999986;0.0036
Nna1	chrX_+_13713359_13713422_13713492_13714618_13714642	chrX	+	13713359;13713422;13713492;13714618;13714642	2.24382047224031e-66	1.16646050886841e-64	-0.152633333333333;0.152633333333333;-0.191166666666667;0.191166666666667;0.0452333333333332;-0.0293666666666667;-0.0159333333333333;0.0902666666666666;-0.0902666666666667
Nna1	chrX_+_13715611_13715626_13715752_13715761	chrX	+	13715611;13715626;13715752;13715761	1.74055211010688e-47	5.93305568454447e-46	-0.152833333333333;0.152833333333333;-0.326233333333333;0.326233333333333;-0.104133333333333;0.104133333333333;-0.2474;0.2474
rdgB	chrX_+_13773978_13774684_13776380_13776674_13785952_13800004_13801677	chrX	+	13773978;13774684;13776380;13776674;13785952;13800004;13801677	7.63233804099609e-07	2.80957392316042e-06	-0.605533333333333;0.605533333333333;-0.325333333333333;0.292533333333333;0.0328333333333333;0.469633333333333;-0.0587333333333333;-0.4109
AMPdeam	chrX_-_13833022_13833031_13834169_13834206_13834813	chrX	-	13833022;13833031;13834169;13834206;13834813	4.68443704329944e-208	1.16552052376103e-205	-0.158066666666667;0.158066666666666;-0.3015;-0.411033333333333;0.7125;0.451066666666667;-0.451066666666667;0.750966666666667;-0.750966666666667
AMPdeam	chrX_-_13837757_13837850_13839533_13839564_13845350_13854372_13854650	chrX	-	13837757;13837850;13839533;13839564;13845350;13854372;13854650	5.77789463291574e-24	8.30095117255933e-23	-0.232133333333333;0.232133333333333;-0.00566666666666667;0.271033333333333;0.00713333333333333;-0.247;-0.0256
CG33543	chr2L_-_1986105_1986790_1986795_1987583_1997958_1998068_1998230_1998720_2000932_2001086_2001378_2002920_2009607_2016497_2021978_2023991_2023995_2024063	chr2L	-	1986105;1986790;1986795;1987583;1997958;1998068;1998230;1998720;2000932;2001086;2001378;2002920;2009607;2016497;2021978;2023991;2023995;2024063	1.00426103693409e-37	2.55056987374292e-36	-0.4007;0.7674;-0.3667;-0.401566666666667;-0.403366666666667;-0.168333333333333;0.0543333333333333;0.0762;0.0488666666666667;0.226733333333333;0.567033333333333;-0.4107;0.4107;-0.0001;0.0959333333333335;-0.0324333333333334;-0.0321;-0.0313;Inf;Inf;Inf
mud	chrX_+_14248399_14248534_14249120_14249189_14249482_14249643	chrX	+	14248399;14248534;14249120;14249189;14249482;14249643	6.6491094994734e-13	4.61793388724046e-12	-0.0105;-0.0069;0.0174333333333334;0.00759999999999994;-0.0076;0.00596666666666679;-0.00596666666666667
asRNA:CR46473	chrX_-_14252185_14252311_14252436_14252437_14252562_14252563_14252688_14252689_14252814_14252815_14253000_14253127_14253252	chrX	-	14252185;14252311;14252436;14252437;14252562;14252563;14252688;14252689;14252814;14252815;14253000;14253127;14253252	0.0425182231657681	0.0754674459565202	-0.0344;-0.0235333333333333;0.0778333333333332;-0.0198;-0.0359999999999999;-0.0104;0.0464;0.0632666666666667;-0.0936666666666667;0.0304333333333334;-0.0107;-0.0173666666666666;0.051;-0.023;0.0566666666666666;-0.0566666666666666;0.0738666666666666;-0.0738666666666666;0.0633333333333334;-0.0633333333333333
mud	chrX_+_14254288_14255011_14255014_14255457_14256100_14256483	chrX	+	14254288;14255011;14255014;14255457;14256100;14256483	1.70472769174877e-11	1.03904721579902e-10	-0.0669666666666667;0.0669666666666667;0.0526333333333334;0.0193666666666667;-0.0376333333333334;-0.0344
mud	chrX_+_14256757_14256975_14256987_14258335_14261567_14261933_14263448_14264799_14267605_14267608	chrX	+	14256757;14256975;14256987;14258335;14261567;14261933;14263448;14264799;14267605;14267608	4.54431004266535e-40	1.24117444051905e-38	Inf;Inf;Inf;Inf;0.307;0.254366666666667;-0.251066666666667;-0.0263;-0.256533333333333;-0.0274666666666667;Inf;Inf
na	chrX_+_14269071_14269131_14269243_14269306_14272547_14272625_14272926_14274016_14274544_14274800_14275131	chrX	+	14269071;14269131;14269243;14269306;14272547;14272625;14272926;14274016;14274544;14274800;14275131	2.32300172118971e-09	1.14232948901896e-08	-0.1077;-0.2485;-0.117433333333333;-0.1914;-0.107466666666667;0.772466666666667;0.0840333333333332;-0.0840333333333333;0.207666666666667;-0.207666666666667;0.140033333333333;-0.140033333333333;Inf;Inf
tyn	chrX_+_143519_176404_187567_187609_196273	chrX	+	143519;176404;187567;187609;196273	0.0171774474332231	0.033214947755506	-0.498933333333333;0.498933333333333;-0.209233333333333;0.209233333333333;0.0932666666666667;-0.0932666666666666
NONE	chrX_-_14361934_14369901_14376291_14376608_14378278	chrX	-	14361934;14369901;14376291;14376608;14378278	2.58842400630689e-11	1.54948027966981e-10	0.114966666666667;-0.114966666666667;-0.292566666666667;-0.228333333333333;0.5209;0.554066666666666;-0.554066666666667;0.5241;-0.5241
mei-38	chrX_+_1471348_1471406_1478229_1480220_1481006	chrX	+	1471348;1471406;1478229;1480220;1481006	5.81090357672327e-10	3.05333348991934e-09	-0.0290333333333333;-0.0158;0.0448333333333334;0.0716666666666668;-0.0716666666666667
hiw	chrX_-_15012515_15012615_15017941_15018013_15018121	chrX	-	15012515;15012615;15017941;15018013;15018121	2.4983571912397e-07	9.7609092033294e-07	-0.0948;0.235633333333333;-0.140833333333333;0.139733333333333;-0.139733333333333
sick	chr2L_+_19926512_19928621_19928996_19929201_19929354_19946702_19954551	chr2L	+	19926512;19928621;19928996;19929201;19929354;19946702;19954551	1.10226508144207e-31	2.23648350037481e-30	-0.0875666666666667;0.0875666666666666;-0.418533333333333;0.222366666666667;0.196166666666667;0.366333333333333;-0.0446666666666667;-0.3217
Lsd-2	chrX_-_15061043_15072648_15072784_15072967_15073339_15073391_15073935	chrX	-	15061043;15072648;15072784;15072967;15073339;15073391;15073935	3.31086619247673e-36	7.9647849497308e-35	-0.201366666666667;0.0288333333333334;0.0140666666666667;0.158466666666667;0.0394333333333333;-0.0394333333333333;0.0171;0.0276666666666666;-0.0447666666666666;-0.1181;0.1181
CG9095	chrX_-_15115925_15116220_15141520_15141610_15141998_15142522_15143281_15144249_15146454_15148067	chrX	-	15115925;15116220;15141520;15141610;15141998;15142522;15143281;15144249;15146454;15148067	7.28830663767967e-14	5.51777690010586e-13	-0.189;0.189;-0.188433333333333;0.2487;-0.0603;-0.0332666666666667;0.0332666666666667;0.8285;-0.2692;-0.437233333333333;-0.122;0.0858333333333333;-0.0858333333333333
CG9095	chrX_-_15148281_15148915_15148968_15150690_15150868_15162553_15205514_15206271_15206302_15206318_15206392_15223946_15223951_15229342_15229379_15229384_15229433	chrX	-	15148281;15148915;15148968;15150690;15150868;15162553;15205514;15206271;15206302;15206318;15206392;15223946;15223951;15229342;15229379;15229384;15229433	3.09364428063205e-291	1.28659629466379e-288	-0.5466;0.5466;-0.00886666666666667;-0.0135333333333333;-0.0758666666666667;-0.363133333333333;-0.0617333333333333;0.523066666666667;-0.00683333333333333;-0.00673333333333333;-0.0148666666666667;-0.0458;0.146633333333333;-0.067;-0.00543333333333333;0.887133333333333;-0.6811;-0.130266666666667;-0.0757666666666666;Inf;Inf;Inf
