Gene	AS_event_ID	chromosome	strand	retained_intron_start	retained_intron_end	pvalue	qvalue	deltaPSI_control-KD
dpy	chr2L_-_4485148_4485506	chr2L	-	4485148	4485506	1.29827942220079e-15	1.12964996507563e-14	-0.612981617994748
dpy	chr2L_-_4487193_4487447	chr2L	-	4487193	4487447	1.15819128101648e-19	1.30922469522236e-18	-0.897208555079505
dpy	chr2L_-_4520703_4521041	chr2L	-	4520703	4521041	2.46168611455919e-11	1.47664009347294e-10	-0.548061452552089
dpy	chr2L_-_4525927_4526222	chr2L	-	4525927	4526222	3.16823256599216e-12	2.06600129368295e-11	-0.561810269390788
dpy	chr2L_-_4530277_4530529	chr2L	-	4530277	4530529	3.47050363241846e-06	1.17671738083214e-05	-0.381111111111111
dpy	chr2L_-_4531053_4531351	chr2L	-	4531053	4531351	4.94201408170320e-09	2.34938626498566e-08	-0.506744426789927
porin	chr2L_-_10848863_10850495	chr2L	-	10848863	10850495	0.000776466506959499	0.00189240893273686	-0.120511581631022
dpy	chr2L_-_4554659_4555204	chr2L	-	4554659	4555204	2.58406169419968e-06	8.90059473261063e-06	-0.505953565289654
dpy	chr2L_-_4564189_4570477	chr2L	-	4564189	4570477	1.08121493112215e-15	9.46825811997673e-15	-0.463256590827013
dpy	chr2L_-_4571085_4574282	chr2L	-	4571085	4574282	2.30959081426376e-13	1.67241636003356e-12	-0.476545163306767
CG34351	chr2L_+_4717861_4719803	chr2L	+	4717861	4719803	0.00216649204125979	0.00492112184860662	-0.692995169082126
CG12194	chr2L_+_4838530_4838990	chr2L	+	4838530	4838990	3.50930997154499e-26	5.60831011806427e-25	-0.64146011809308
smog	chr2L_+_4874169_4874885	chr2L	+	4874169	4874885	7.28335557982339e-05	0.000206186873253098	-0.31446638021834
Cf2	chr2L_-_4880472_4881213	chr2L	-	4880472	4881213	0.000424314535454755	0.00107627627921526	0.139094092287641
CG3036	chr2L_+_4892604_4893933	chr2L	+	4892604	4893933	0.0107812389891997	0.0216681957033402	-0.318800195760837
snsl	chr2L_-_4904979_4905751	chr2L	-	4904979	4905751	3.50206418330188e-06	1.18665903299282e-05	-0.639283609111195
hoe1	chr2L_-_4911867_4912670	chr2L	-	4911867	4912670	5.80273593355498e-08	2.44611530908748e-07	-0.118448214474291
Stam	chr2L_+_10858877_10859368	chr2L	+	10858877	10859368	1.02482912839932e-07	4.19550605005783e-07	-0.0512545436338664
hoe1	chr2L_-_4926346_4928192	chr2L	-	4926346	4928192	1.46241719971174e-11	8.97435998196545e-11	0.104421970540263
NONE	chr2L_*_4926350_4928242	chr2L	*	4926350	4928242	1.75350064155436e-07	6.98336469315813e-07	-0.14815119056965
CG4629	chr2L_-_1086026_1087693	chr2L	-	1086026	1087693	0.00084036320944782	0.00203651600231122	-0.126817906370563
betaggt-I	chr2L_+_4946221_4946905	chr2L	+	4946221	4946905	4.37200426658154e-07	1.65869266857838e-06	-0.270756430711328
CG34124	chr2L_+_4961533_4961805	chr2L	+	4961533	4961805	1.92198407927843e-37	4.82567094274991e-36	-0.24069548658905
l(2)05714	chr2L_-_4970784_4971052	chr2L	-	4970784	4971052	1.05738766296122e-08	4.85132796529679e-08	-0.51347773306083
NONE	chr2L_*_4970784_4971085	chr2L	*	4970784	4971085	2.64142869604377e-08	1.15769056727776e-07	-0.135080412501839
CG34126	chr2L_+_4982072_4983712	chr2L	+	4982072	4983712	6.31085746733612e-16	5.60884955399749e-15	-0.283956267376146
CG34126	chr2L_+_4987318_4987905	chr2L	+	4987318	4987905	0.000428027296827945	0.00108513577986201	-0.196705182238257
CG34126	chr2L_+_4989410_4990306	chr2L	+	4989410	4990306	0.00109433468611206	0.00260494663206829	-0.276080340324383
CG34126	chr2L_+_4991262_4991559	chr2L	+	4991262	4991559	1.29792555652049e-11	8.00717644752252e-11	-0.232722136798424
Rtnl1	chr2L_-_4994994_4997112	chr2L	-	4994994	4997112	9.30686125344126e-09	4.29550214008556e-08	-0.116989011872749
Rtnl1	chr2L_-_4999385_5000247	chr2L	-	4999385	5000247	0.000236258482459642	0.000621953878638443	-0.154675822262029
vkg	chr2L_-_5018757_5027035	chr2L	-	5018757	5027035	1.3020322280684e-13	9.63502501817499e-13	-0.173627435787571
Sam-S	chr2L_+_108809_110404	chr2L	+	108809	110404	2.82976426262617e-05	8.48111187975763e-05	-0.0997338937124594
Col4a1	chr2L_+_5029810_5030135	chr2L	+	5029810	5030135	4.97237435249029e-16	4.45579558011069e-15	-0.311071708105838
Col4a1	chr2L_+_5030237_5030740	chr2L	+	5030237	5030740	3.85150247759859e-19	4.22879010326297e-18	-0.138668244435257
Col4a1	chr2L_+_5036208_5036475	chr2L	+	5036208	5036475	2.31617865048108e-30	4.45199224039265e-29	-0.166386995139089
CG44001	chr2L_+_5045483_5045820	chr2L	+	5045483	5045820	4.31896568336376e-09	2.06596397794822e-08	-0.425137226607815
eIF3h	chr2L_-_5052314_5052653	chr2L	-	5052314	5052653	2.48007203485118e-06	8.56220047766475e-06	-0.0388220828399651
qtc	chr2L_+_5068394_5069125	chr2L	+	5068394	5069125	4.39526694810072e-05	0.000128288171103352	-0.207930211821721
qtc	chr2L_+_5069219_5070095	chr2L	+	5069219	5070095	0.00133457668328716	0.00313148674973011	-0.12425218013935
RpL37A	chr2L_+_5071355_5071607	chr2L	+	5071355	5071607	2.04944676255397e-12	1.36119801131858e-11	0.0817743242838817
Pgant5	chr2L_-_5077257_5077533	chr2L	-	5077257	5077533	0.00347768571908188	0.00762921504147468	-0.111036333123904
Pgant5	chr2L_-_5092898_5093443	chr2L	-	5092898	5093443	0.000369194665866213	0.000944789655263106	-0.244233409581511
CG4230	chr2L_+_5096700_5097031	chr2L	+	5096700	5097031	1.44681395891786e-15	1.25492295512686e-14	-0.41655633987331
CG4230	chr2L_+_5097226_5097535	chr2L	+	5097226	5097535	4.6830743871457e-13	3.29779166234796e-12	-0.0556246802785999
Msp300	chr2L_+_5101044_5102667	chr2L	+	5101044	5102667	2.46247590156859e-11	1.47705191556752e-10	-0.563457137827847
Msp300	chr2L_+_5111021_5117575	chr2L	+	5111021	5117575	2.31686448323525e-19	2.57503684069189e-18	-0.72223427534649
Msp300	chr2L_+_5117638_5121674	chr2L	+	5117638	5121674	2.13815190799308e-18	2.24113535471552e-17	-0.521286495087865
Msp300	chr2L_+_5121948_5122433	chr2L	+	5121948	5122433	1.97640549410122e-08	8.79178121352247e-08	-0.492546761414686
Msp300	chr2L_+_5139015_5139357	chr2L	+	5139015	5139357	2.04937789295336e-15	1.7553265813176e-14	-0.467940147894647
Msp300	chr2L_+_5140921_5141309	chr2L	+	5140921	5141309	1.27129858652665e-06	4.55136410457316e-06	-0.718667444448915
Msp300	chr2L_+_5147298_5148729	chr2L	+	5147298	5148729	4.32271246602920e-11	2.53535805280421e-10	-0.164983619648977
Msp300	chr2L_+_5152355_5154246	chr2L	+	5152355	5154246	0.000912305003429596	0.00219960569308613	-0.199974867399947
Msp300	chr2L_+_5155849_5157872	chr2L	+	5155849	5157872	0.000119223325681583	0.000327576213587932	-0.167697752314695
NONE	chr2L_-_5171337_5171639	chr2L	-	5171337	5171639	0.0144465637724651	0.0283509355218648	0.0133909673512509
Msp300	chr2L_+_5171537_5171839	chr2L	+	5171537	5171839	0.00796911308989703	0.016408232158845	-0.0254213066153666
NONE	chr2L_-_5171640_5171942	chr2L	-	5171640	5171942	0.000833563593494307	0.00202133908401562	0.0256537077187723
Msp300	chr2L_+_5177300_5177623	chr2L	+	5177300	5177623	7.32935866886843e-06	2.38013249030302e-05	0.122115117792703
Msp300	chr2L_+_5177399_5177722	chr2L	+	5177399	5177722	5.01223611347381e-11	2.92014394583001e-10	0.143124450705515
Msp300	chr2L_+_5185964_5187605	chr2L	+	5185964	5187605	8.03595374532944e-07	2.95131613344409e-06	-0.21353609975587
Msp300	chr2L_+_5195460_5195977	chr2L	+	5195460	5195977	2.94073923332947e-25	4.49865181433969e-24	-0.1086920361887
Msp300	chr2L_+_5196284_5197865	chr2L	+	5196284	5197865	8.12357320134378e-24	1.15987113420863e-22	-0.130064511576155
Msp300	chr2L_+_5198124_5199341	chr2L	+	5198124	5199341	1.61805629571873e-19	1.81443491057144e-18	-0.141301865020976
Msp300	chr2L_+_5205492_5205951	chr2L	+	5205492	5205951	2.78023586490072e-24	4.0607622641772e-23	-0.076015648835232
tkv	chr2L_-_5241506_5242217	chr2L	-	5241506	5242217	1.94955610087858e-09	9.66730075269813e-09	-0.524121506065951
Bsg25D	chr2L_-_5277180_5277932	chr2L	-	5277180	5277932	0.000165174397380781	0.000444617106699858	-0.207761177551447
vri	chr2L_+_5306166_5307563	chr2L	+	5306166	5307563	0.000315615309523211	0.000816011650009553	-0.1488846042109
CG12512	chr2L_-_5340997_5341983	chr2L	-	5340997	5341983	1.64362219817592e-13	1.20555327433909e-12	-0.398312537136067
H15	chr2L_+_5413297_5413963	chr2L	+	5413297	5413963	9.5657663706557e-16	8.40612285043911e-15	-0.783885036788848
mid	chr2L_+_5465505_5465892	chr2L	+	5465505	5465892	7.1309923623031e-07	2.63417152862333e-06	-0.375011704323712
cl	chr2L_+_5520700_5521134	chr2L	+	5520700	5521134	3.88423660134992e-55	1.59866060165571e-53	-0.0544573879782027
DIP-eta	chr2L_-_5603173_5603907	chr2L	-	5603173	5603907	1.73674202467036e-20	2.06126813520358e-19	-0.781050996906305
DIP-eta	chr2L_-_5604868_5605840	chr2L	-	5604868	5605840	1.41610787504554e-12	9.5491165646453e-12	-0.723227673885569
DIP-eta	chr2L_-_5606167_5608789	chr2L	-	5606167	5608789	1.59966662350464e-09	8.01704987826905e-09	-0.800087145969499
DIP-eta	chr2L_-_5611289_5612884	chr2L	-	5611289	5612884	1.27305489051854e-15	1.10857827534935e-14	-0.787624617098301
DIP-eta	chr2L_-_5612983_5613372	chr2L	-	5612983	5613372	1.59686558800222e-15	1.37980297446367e-14	-0.890994623655914
DIP-theta	chr2L_-_5636892_5640285	chr2L	-	5636892	5640285	0.00267554401937802	0.00597786274027132	-0.106677493772433
DIP-theta	chr2L_-_5640663_5641853	chr2L	-	5640663	5641853	3.42118484328439e-07	1.31593372162079e-06	-0.233874786898278
CG11034	chr2L_+_5805665_5806549	chr2L	+	5805665	5806549	1.66852203885468e-12	1.11727328325161e-11	-0.264701131868419
CG14072	chr2L_+_10936713_10937075	chr2L	+	10936713	10937075	7.94411680833361e-05	0.000223657803220986	-0.366647959528394
TrissinR	chr2L_+_5845952_5848340	chr2L	+	5845952	5848340	1.22271029839712e-09	6.20172396404616e-09	-0.753595502127792
TrissinR	chr2L_+_5848486_5850098	chr2L	+	5848486	5850098	1.4618004239845e-15	1.26746070216314e-14	-0.867542364008914
TrissinR	chr2L_+_5850259_5850829	chr2L	+	5850259	5850829	0.000836593458268263	0.00202823939186055	-0.437741935483871
TrissinR	chr2L_+_5851031_5851474	chr2L	+	5851031	5851474	0.000333690054272035	0.000859589713603084	-0.370331305599163
TrissinR	chr2L_+_5851826_5852991	chr2L	+	5851826	5852991	9.76028664634212e-08	4.00546642027563e-07	-0.637351421188631
bchs	chr2L_+_5907287_5908311	chr2L	+	5907287	5908311	0.00137766286896108	0.00322539088296018	-0.213594276094276
Gpdh1	chr2L_+_5944445_5946042	chr2L	+	5944445	5946042	0.000350940443279699	0.000900847676912545	-0.113237244432697
Gpdh1	chr2L_+_5946688_5947016	chr2L	+	5946688	5947016	0.000198714942395984	0.000528871423874299	-0.103740532191939
chic	chr2L_-_5973674_5973975	chr2L	-	5973674	5973975	2.0707770380735e-05	6.32237069817207e-05	-0.168758181966945
chic	chr2L_-_5976782_5979410	chr2L	-	5976782	5979410	5.68239598641761e-05	0.000163265177715914	-0.0194907900732211
Tsp26A	chr2L_+_6001083_6001475	chr2L	+	6001083	6001475	1.71659855974762e-31	3.45551507459876e-30	-0.602206828935615
CG9098	chr2L_-_6008502_6008753	chr2L	-	6008502	6008753	6.4898165299221e-05	0.000185092123925836	-0.161147849690446
stai	chr2L_+_6121210_6121772	chr2L	+	6121210	6121772	3.47550680944825e-45	1.10517872013093e-43	-0.129926681740292
smal	chr2L_+_6192859_6196542	chr2L	+	6192859	6196542	1.84099103817713e-08	8.21853970374053e-08	-0.741873522458629
smal	chr2L_+_6201441_6203177	chr2L	+	6201441	6203177	1.89884355663239e-09	9.42726799646223e-09	-0.791260485409422
smal	chr2L_+_6203618_6206208	chr2L	+	6203618	6206208	1.92080714620464e-09	9.53201129295573e-09	-0.662295221118751
Ddr	chr2L_+_6303343_6303756	chr2L	+	6303343	6303756	0.0141673244570506	0.0278476307121647	-0.597866255342395
Ddr	chr2L_+_6320390_6321757	chr2L	+	6320390	6321757	4.83013865553068e-05	0.000140154745378639	-0.5857199980007
PDZ-GEF	chr2L_+_6329697_6330121	chr2L	+	6329697	6330121	6.33709961887798e-09	2.9791365006413e-08	-0.309606057295017
Pez	chr2L_-_6337271_6338056	chr2L	-	6337271	6338056	4.01384502795216e-06	1.35003344323251e-05	-0.363124855011265
Cpr	chr2L_+_6341886_6342156	chr2L	+	6341886	6342156	0.000218538658207795	0.000578039761090076	-0.307121706299995
Cpr	chr2L_+_6342349_6342725	chr2L	+	6342349	6342725	1.59460935122893e-05	4.94625541442731e-05	-0.0479485894907114
frj	chr2L_+_6457916_6458169	chr2L	+	6457916	6458169	1.14215647635036e-27	1.95316129730561e-26	-0.361343374757441
Rchy1	chr2L_-_6459994_6460321	chr2L	-	6459994	6460321	5.25437687225252e-05	0.000151634359311723	-0.814325859141736
CG9536	chr2L_-_6475802_6476220	chr2L	-	6475802	6476220	9.49421043576805e-06	3.036143956418e-05	-0.0714160034849072
CG31638	chr2L_+_6492856_6494936	chr2L	+	6492856	6494936	0.000658118562808102	0.00162176302310835	-0.21667102358024
IFT52	chr2L_-_6557058_6557317	chr2L	-	6557058	6557317	9.04777376831287e-19	9.73094802578494e-18	-0.55687336697975
CG11319	chr2L_-_6571230_6572194	chr2L	-	6571230	6572194	4.60497843980129e-12	2.96324892669582e-11	-0.277206830295861
CG11319	chr2L_-_6579381_6580413	chr2L	-	6579381	6580413	3.04752968575636e-06	1.04097554368848e-05	-0.383713686732555
CG11050	chr2L_+_6611268_6612483	chr2L	+	6611268	6612483	8.17707537509528e-09	3.7957336517282e-08	-0.495769668878933
CG31635	chr2L_-_6637024_6637432	chr2L	-	6637024	6637432	2.83761800029686e-08	1.23919713551425e-07	-0.205689253001081
CG31635	chr2L_-_6637490_6637976	chr2L	-	6637490	6637976	9.01549444948907e-05	0.000251829021208135	-0.229900527206814
CG31635	chr2L_-_6640934_6645970	chr2L	-	6640934	6645970	3.11657316717494e-16	2.82840283930928e-15	-0.13524978901609
CG31635	chr2L_-_6646947_6647706	chr2L	-	6646947	6647706	5.87651657242121e-05	0.000168551487984296	-0.0572046425222061
TTLL4A	chr2L_+_10990783_10991057	chr2L	+	10990783	10991057	8.41385795750973e-38	2.1414698004504e-36	-0.0617074713734835
Nhe3	chr2L_-_6682870_6683724	chr2L	-	6682870	6683724	1.19775962408949e-34	2.7307774161074e-33	-0.500673971650868
Tsp	chr2L_-_6690139_6690975	chr2L	-	6690139	6690975	0.00151438165871434	0.00352310753105632	-0.675477786051129
Tsp	chr2L_-_6691098_6697008	chr2L	-	6691098	6697008	0.000576105314829414	0.00143209498819772	-0.426022989233358
AkhR	chr2L_-_6711742_6712336	chr2L	-	6711742	6712336	7.43127970164273e-13	5.14294020528162e-12	-0.572099309065431
AkhR	chr2L_-_6713847_6714553	chr2L	-	6713847	6714553	1.9423716395349e-19	2.16842338071339e-18	-0.605819921293067
AkhR	chr2L_-_6714767_6716024	chr2L	-	6714767	6716024	2.44841069819904e-13	1.76792726052162e-12	-0.816414141414141
Liprin-alpha	chr2L_+_6724177_6724825	chr2L	+	6724177	6724825	5.60426685056359e-14	4.27998095718267e-13	-0.247718399734802
Liprin-alpha	chr2L_+_6726718_6727192	chr2L	+	6726718	6727192	1.26176964437946e-06	4.51838032598691e-06	-0.0876525119126481
LUBEL	chr2L_-_6760225_6760558	chr2L	-	6760225	6760558	3.83634667180627e-06	1.29407502653799e-05	-0.783125798212005
nrv1	chr2L_-_6780289_6786280	chr2L	-	6780289	6786280	4.78998809579465e-15	3.98438779543442e-14	-0.234227589429884
nrv2	chr2L_-_6791841_6793226	chr2L	-	6791841	6793226	3.42759926677572e-26	5.48385217515099e-25	-0.16745691212611
nrv2	chr2L_-_6793404_6794327	chr2L	-	6793404	6794327	2.22339268684834e-11	1.3392591947761e-10	-0.166731894582847
nrv2	chr2L_-_6797939_6798226	chr2L	-	6797939	6798226	1.53925338459784e-134	2.05613208416531e-132	0.636761603331145
aub	chr2L_-_11000918_11001268	chr2L	-	11000918	11001268	0.000342035740540946	0.000879552093769096	-0.128713541165275
CG17377	chr2L_-_6801852_6802243	chr2L	-	6801852	6802243	1.12562388020965e-13	8.38206614607085e-13	-0.0327160619871607
sens-2	chr2L_+_6832553_6833004	chr2L	+	6832553	6833004	2.59576801427944e-07	1.01232405188876e-06	-0.685736331569665
Nlg2	chr2L_+_6901474_6902245	chr2L	+	6901474	6902245	0.00172014882404616	0.00396876758048833	-0.622668997668998
Hrb27C	chr2L_+_6922826_6923782	chr2L	+	6922826	6923782	7.54780249399379e-07	2.77988573782496e-06	-0.0448897284988003
Hrb27C	chr2L_+_6924400_6924683	chr2L	+	6924400	6924683	7.56315509436876e-08	3.14768064122407e-07	-0.0214071218332483
CG18304	chr2L_-_6937314_6937934	chr2L	-	6937314	6937934	8.83186373936281e-06	2.83567878721711e-05	-0.490675990675991
CG18304	chr2L_-_6940951_6942142	chr2L	-	6940951	6942142	6.27856560815318e-25	9.467081683862e-24	-0.379277359060826
Caper	chr2L_+_7033018_7034197	chr2L	+	7033018	7034197	1.43099561704804e-05	4.46615233659897e-05	-0.303837994298434
NONE	chr2L_-_7049998_7050773	chr2L	-	7049998	7050773	6.99739118079714e-10	3.64690262983447e-09	-0.304631837282201
lncRNA:CR44988	chr2L_+_710667_714857	chr2L	+	710667	714857	1.31524042318236e-13	9.73024903827494e-13	-0.380301559157942
Samuel	chr2L_-_11029687_11029941	chr2L	-	11029687	11029941	0.0052765720776518	0.0112180869600722	-0.10586139430017
MICU1	chr2L_+_7184203_7184613	chr2L	+	7184203	7184613	2.25869494271033e-12	1.4952474817635e-11	-0.357437865318379
CG4497	chr2L_-_7192050_7192490	chr2L	-	7192050	7192490	1.66755963608017e-16	1.54562845336037e-15	-0.150920264673128
CG13784	chr2L_-_7208581_7209347	chr2L	-	7208581	7209347	9.1166842325509e-06	2.9218811618927e-05	-0.0678289643399345
CG13784	chr2L_-_7219130_7219518	chr2L	-	7219130	7219518	6.43588330348809e-06	2.10638545234768e-05	-0.0668085304860233
Ndae1	chr2L_-_7225061_7225604	chr2L	-	7225061	7225604	1.96798749001196e-73	1.17116540046202e-71	-0.647840237161133
Ndae1	chr2L_-_7225901_7227102	chr2L	-	7225901	7227102	0.0292541571487674	0.0538943125879682	INF
Ndae1	chr2L_-_7231126_7231811	chr2L	-	7231126	7231811	8.90943905696565e-06	2.85923863084801e-05	0.0966568609099924
Sam-S	chr2L_+_110483_110753	chr2L	+	110483	110753	8.73114691485497e-07	3.1911524467384e-06	-0.0805020846481737
CG5149	chr2L_-_7386648_7387973	chr2L	-	7386648	7387973	1.92870830338449e-10	1.06257210688308e-09	-0.33539406166987
CG5177	chr2L_+_7406186_7408144	chr2L	+	7406186	7408144	3.67339826965218e-11	2.1670489878748e-10	-0.173277320075273
GABA-B-R3	chr2L_+_757429_757798	chr2L	+	757429	757798	1.87333559141964e-40	5.17687624204866e-39	-0.654957032845862
GABA-B-R3	chr2L_+_757938_758845	chr2L	+	757938	758845	8.05084969169035e-09	3.73993168260541e-08	-0.582464447102605
Slob	chr2L_-_7649514_7650969	chr2L	-	7649514	7650969	1.72825880829971e-10	9.56005173996014e-10	-0.484808700209644
Tep2	chr2L_-_7696206_7696592	chr2L	-	7696206	7696592	3.2986052228021e-08	1.42882299138598e-07	-0.359864370051127
Tep2	chr2L_-_7700668_7701358	chr2L	-	7700668	7701358	6.93740956823419e-05	0.00019698586108087	-0.152611421600913
Ntl	chr2L_+_7711203_7711830	chr2L	+	7711203	7711830	3.2498411366326e-09	1.57439731932954e-08	-0.0526758744030091
cdc14	chr2L_-_7803043_7804569	chr2L	-	7803043	7804569	6.14069217426947e-07	2.28683877868515e-06	-0.058112671089876
cdc14	chr2L_-_7807092_7810160	chr2L	-	7807092	7810160	1.01755332743945e-20	1.22538088583162e-19	-0.0521078285998072
LanB1	chr2L_+_7811772_7814574	chr2L	+	7811772	7814574	1.75716278437541e-09	8.76095129936165e-09	-0.201545251886846
Ge-1	chr2L_-_11099754_11100015	chr2L	-	11099754	11100015	5.39154157152555e-05	0.000155351453825448	-0.216125398881836
Reps	chr2L_-_11103409_11103842	chr2L	-	11103409	11103842	0.00344958997863167	0.00757106254146663	-0.256378655463854
CG7227	chr2L_-_7996810_7997359	chr2L	-	7996810	7997359	8.44559637841125e-14	6.35592214771713e-13	-0.853725426306071
RpL36A	chr2L_-_8042125_8042438	chr2L	-	8042125	8042438	2.15210056913764e-06	7.48282009972069e-06	-0.2182718012629
CG14339	chr2L_+_1110674_1111262	chr2L	+	1110674	1111262	3.56853765313353e-16	3.22813323305656e-15	-0.792652292359461
Megf8	chr2L_+_8044071_8044360	chr2L	+	8044071	8044360	4.79324572975556e-20	5.54313238284495e-19	-0.425991490772452
poe	chr2L_-_8070380_8070634	chr2L	-	8070380	8070634	3.38587376011878e-09	1.63719418534368e-08	-0.0523526736487612
Bsg	chr2L_+_8088453_8089183	chr2L	+	8088453	8089183	2.18730868738396e-08	9.68059180361634e-08	-0.253369685897229
Zir	chr2L_+_101619_101874	chr2L	+	101619	101874	0.00132139645347008	0.00310274852644505	-0.191508322478268
CG43394	chr2L_+_8154311_8154980	chr2L	+	8154311	8154980	2.99231683100506e-12	1.95574405002928e-11	-0.601029451604164
Piezo	chr2L_+_8176051_8176571	chr2L	+	8176051	8176571	8.08196045367997e-05	0.000227292626370212	-0.415186580379278
Piezo	chr2L_+_8180029_8181982	chr2L	+	8180029	8181982	3.06535863745461e-05	9.13934786822287e-05	-0.286683404448213
Piezo	chr2L_+_8182049_8182303	chr2L	+	8182049	8182303	1.18886781456178e-06	4.27078932887551e-06	-0.263265306122449
Piezo	chr2L_+_8183706_8184125	chr2L	+	8183706	8184125	9.27531168786665e-08	3.81574416641636e-07	-0.325597163565448
CG8475	chr2L_-_8194528_8195019	chr2L	-	8194528	8195019	6.46107511153637e-31	1.2695333742025e-29	0.396137481788476
CG8360	chr2L_+_8213529_8213779	chr2L	+	8213529	8213779	1.23440194236522e-14	9.93969040820275e-14	-0.149992723915393
CG3662	chr2L_+_821659_822856	chr2L	+	821659	822856	7.09431307496279e-12	4.48632279430879e-11	-0.0174029333534821
