Gene	AS_event_ID	chromosome	strand	Composite_coordinates	pvalue	qvalue	deltaPSI_control-KD
PAPLA1	chr2L_-_8126698_8126755_8134512_8134528_8134543_8134571_8134576_8134625	chr2L	-	8126698;8126755;8134512;8134528;8134543;8134571;8134576;8134625	9.61192905353523e-08	2.50815962650541e-06	-0.04;0.0725;-0.0321666666666667;-0.000399999999999998;0.2199;-0.2199;-0.00536666666666667;-0.1541;0.159466666666667
CG8086	chr2L_-_8246217_8246417_8246484_8246672_8246766_8246859	chr2L	-	8246217;8246417;8246484;8246672;8246766;8246859	0.0060921453868853	0.0395195799402709	-0.162633333333333;0.162633333333333;0.2551;-0.2551;-0.0266;-0.168233333333333;0.194866666666667
drongo	chr2L_-_835547_835702_836171_836476_836544	chr2L	-	835547;835702;836171;836476;836544	9.05002076039792e-26	1.39755380689597e-23	-0.1766;0.1787;-0.00206666666666667;0.193233333333333;-0.193233333333333
Pp2A-29B	chr2L_+_8369030_8369221_8369560_8369714_8369797	chr2L	+	8369030;8369221;8369560;8369714;8369797	0.0135920922105699	0.0734432478863753	-0.0304000000000002;0.0304;0.0418;-0.0424666666666667;0.000666666666666666
drongo	chr2L_-_837378_842612_847732_847844_847896_849897	chr2L	-	837378;842612;847732;847844;847896;849897	0.00284879789148613	0.0215330774616967	-0.00306666666666666;0.00306666666666667;0.0304;-0.0055;-0.0249;0.00783333333333336;-0.00783333333333347
NONE	chr2L_-_8387829_8387902_8388182_8388248_8388262	chr2L	-	8387829;8387902;8388182;8388248;8388262	6.99198956497097e-08	1.86688446235786e-06	-0.7541;0.7541;-0.4642;0.4642;0.1955;-0.0281666666666666;-0.1673;-Inf;-Inf
Akap200	chr2L_+_8428067_8428318_8429462_8430279_8430727	chr2L	+	8428067;8428318;8429462;8430279;8430727	5.28352103308139e-13	2.90101431355711e-11	-0.102633333333333;0.102633333333333;0.0925666666666666;-0.0950666666666666;0.0025
CG14926	chr2L_-_11328819_11332213_11338973_11342528_11342581_11342763_11342779_11342835_11342840	chr2L	-	11328819;11332213;11338973;11342528;11342581;11342763;11342779;11342835;11342840	8.03962304736053e-14	4.76012372521187e-12	-0.000466666666666667;-0.00523333333333333;-0.000366666666666667;-0.0002;0.00623333333333331;-0.0005;0.000500000000000056;-0.0204666666666667;0.0204666666666667;0.00399999999999978;-0.004
NONE	chr2L_+_8740700_8740734_8743763_8744207_8745310	chr2L	+	8740700;8740734;8743763;8744207;8745310	0.00600739517821847	0.0390796816446081	-0.0130333333333333;-0.0712999999999999;0.0843666666666667;0.170333333333333;-0.170333333333333
CG18662	chr2L_+_8980783_8980853_8980985_8981011_8981019_8981075	chr2L	+	8980783;8980853;8980985;8981011;8981019;8981075	0.000123789240474861	0.0015480522868105	0.00413333333333333;0.000433333333333333;0.00113333333333333;-0.00576666666666648;-0.00539999999999996;0.0054
tai	chr2L_+_9191813_9206104_9214462_9227739_9233986	chr2L	+	9191813;9206104;9214462;9227739;9233986	0.000253590576604812	0.00285554990914456	-0.286166666666667;0.286166666666667;0.186533333333333;-0.0889;-0.0975666666666667
Shawl	chr2L_-_9373656_9374681_9374787_9378542_9379729	chr2L	-	9373656;9374681;9374787;9378542;9379729	0.0024396140128212	0.0190382949219688	-0.339666666666667;0.4861;-0.146466666666667;0.271966666666667;-0.271966666666667
FucTB	chr2L_-_9429582_9429589_9429804_9429868_9430021	chr2L	-	9429582;9429589;9429804;9429868;9430021	0.00013279941916441	0.00164472093436299	-0.0227333333333333;-0.0117666666666667;0.0345333333333333;0.0993666666666667;-0.0993666666666668
numb	chr2L_+_9437959_9442147_9447016_9447047_9450381_9458268_9460045_9460368_9460503	chr2L	+	9437959;9442147;9447016;9447047;9450381;9458268;9460045;9460368;9460503	3.01393332921151e-18	2.60589624497815e-16	-0.00116666666666666;0.121666666666667;0.0296666666666667;0.0454;-0.1956;0.0671;-0.0501333333333335;-0.0169666666666667;-0.0569666666666666;0.0569666666666667
lncRNA:CR46454	chr2L_+_11451307_11454257_11464142_11464998_11466009_11466199_11485179	chr2L	+	11451307;11454257;11464142;11464998;11466009;11466199;11485179	0.00541423246456155	0.0358868868918591	-0.236433333333333;0.236433333333333;0.150833333333333;0.0388666666666666;-0.0674666666666667;0.0905;-0.212733333333333
Oatp30B	chr2L_+_9533751_9534756_9534788_9534793_9534867_9534885	chr2L	+	9533751;9534756;9534788;9534793;9534867;9534885	0.0484271057957094	0.184958721963268	-0.0686;0.00993333333333334;-0.000966666666666664;0.0595999999999999;-0.0593;0.0593
GlcAT-S	chr2L_+_9616506_9616513_9617336_9617342_9617609_9617840_9621143	chr2L	+	9616506;9616513;9617336;9617342;9617609;9617840;9621143	5.2594503851145e-05	0.000748830567797298	-0.0637666666666666;0.0637666666666667;-0.0231;3.33333333333297e-05;0.0229999999999998;0.179366666666667;0.0195333333333333;-0.198866666666667
CG5850	chr2L_-_9961614_9961617_9961727_9961793	chr2L	-	9961614;9961617;9961727;9961793	0.00155712935982908	0.0132246889482787	-0.0317666666666667;0.0317666666666667;0.0232666666666669;-0.0232666666666667;0.0514999999999999;-0.0515;0.0310666666666665;-0.0310666666666667
CG1407	chr2R_-_10005377_10024049_10029057_10030258_10031083	chr2R	-	10005377;10024049;10029057;10030258;10031083	0.00792424677110843	0.0484635888064334	-0.00483333333333333;-0.0087;0.0134999999999998;0.00526666666666653;-0.00526666666666667
CG1407	chr2R_-_10031419_10031446_10031578_10031587_10031707	chr2R	-	10031419;10031446;10031578;10031587;10031707	0.00013588648790553	0.00167520319891367	-0.0698;0.0698;-0.0390000000000003;0.039;-0.0667;0.0871;-0.0204666666666667;0.0390333333333334;-0.0390333333333333
oys	chr2R_-_10037411_10037414_10037467_10037523	chr2R	-	10037411;10037414;10037467;10037523	0.000163301493907052	0.00196490939690634	-0.188233333333333;0.188233333333333;-0.00716666666666667;0.00716666666666654;-0.094;0.0940000000000001;-0.00696666666666667;0.00696666666666657
Pfk	chr2R_+_10110547_10111411_10111472_10111475_10111575_10112615_10112634	chr2R	+	10110547;10111411;10111472;10111475;10111575;10112615;10112634	0.000165459254992595	0.00198677906541669	0.0255666666666667;-0.0255666666666667;-0.0123;-0.0136333333333333;0.000766666666666667;0.0252333333333333;0.00213333333333332;-0.00213333333333333
Pfk	chr2R_+_10113170_10113541_10113549_10113651_10114124_10114234_10114915	chr2R	+	10113170;10113541;10113549;10113651;10114124;10114234;10114915	5.15211806954716e-08	1.40423087359262e-06	-0.0072;0.00166666666666659;0.00556666666666667;0.000400000000000067;-0.000333333333333333;0.00653333333333333;-0.00656666666666667
CAP	chr2R_+_10272080_10284801_10285408_10288271_10292493_10293439_10293620_10293933_10294148_10294182_10294610	chr2R	+	10272080;10284801;10285408;10288271;10292493;10293439;10293620;10293933;10294148;10294182;10294610	0.00644858681778694	0.0412901092157332	-0.150133333333333;0.150133333333333;0.0649666666666667;-0.0649666666666667;0.0351;-0.0247;-0.0332666666666667;0.0228999999999999;-0.367666666666667;0.367666666666667;-0.115233333333333;0.115233333333333;-0.00316666666666654;0.00316666666666668;0.0453666666666666;-0.0453666666666667
SLO2	chr2R_-_10355284_10355288_10355352_10355439_10355442_10355499	chr2R	-	10355284;10355288;10355352;10355439;10355442;10355499	3.20960548632172e-05	0.000487212348881838	-0.0055;-6.66666666667703e-05;0.00506666666666667;0.000533333333333334;-0.000899999999999999;0.000899999999999901
lola	chr2R_-_10484252_10488426_10489143_10492585_10498089_10502462_10506073_10510136_10516051_10519375_10520509_10521277_10522969_10524633_10525862_10527219_10532037	chr2R	-	10484252;10488426;10489143;10492585;10498089;10502462;10506073;10510136;10516051;10519375;10520509;10521277;10522969;10524633;10525862;10527219;10532037	2.34082535310768e-09	7.88966219879279e-08	-0.0025;3.33333333333435e-05;-0.00613333333333333;0.00436666666666667;0.0253666666666667;-0.0687333333333333;0.0049;-0.0441999999999999;-0.0111;-0.00876666666666666;0.0136;0.0748333333333333;-0.00296666666666667;0.034;-0.0125666666666667;-0.269466666666667;0.269466666666667
lncRNA:CR44452	chr2R_-_10654597_10656983_10657080_10657203_10657364_10657429	chr2R	-	10654597;10656983;10657080;10657203;10657364;10657429	0.00112595631058993	0.0101277736416421	-0.3206;0.3206;0.0234333333333333;-0.0415333333333334;0.0180666666666667;-0.1751;0.1751
CG7220	chr2R_+_10731391_10731526_10731552_10731643_10731646_10731657	chr2R	+	10731391;10731526;10731552;10731643;10731646;10731657	0.0384717702246804	0.157598838860075	-0.0185333333333333;-0.00533333333333336;0.0239999999999998;-0.00716666666666666;-0.00400000000000011;0.0111333333333334;-0.144066666666667;0.144066666666667;-0.0736999999999999;0.0737;0.00476666666666667;-0.0534999999999999;0.0487333333333333
CG33144	chr2R_-_10759915_10766467_10766550_10782318_10794123	chr2R	-	10759915;10766467;10766550;10782318;10794123	0.0187263320568961	0.0939328724656094	0.0280000000000001;-0.028;-0.0399;0.0644;-0.0245
CG43188	chr2R_+_10941022_10941178_10941324_11085957_11087436_11087765_11087876_11087880_11087920	chr2R	+	10941022;10941178;10941324;11085957;11087436;11087765;11087876;11087880;11087920	1.5877369394989e-07	3.98740456334436e-06	-0.127933333333333;-0.501933333333333;-0.1069;0.736766666666667;0.373166666666667;-0.0569666666666667;-0.316233333333333;Inf;Inf;Inf
luna	chr2R_-_10991124_11009304_11068476_11085781_11086183_11099530	chr2R	-	10991124;11009304;11068476;11085781;11086183;11099530	0.016659843697464	0.0858875707382061	0.0693666666666666;-0.0913666666666667;0.0240666666666667;-0.00206666666666666;-0.3093;0.3093
NONE	chr2R_+_11147281_11147340_11147580_11150625_11151028_11151123_11151998_11154247_11154699_11154780_11159213_11161314_11174805_11190338	chr2R	+	11147281;11147340;11147580;11150625;11151028;11151123;11151998;11154247;11154699;11154780;11159213;11161314;11174805;11190338	3.7489667900297e-14	2.27849929572656e-12	-0.237333333333333;0.237333333333333;Inf;Inf;-0.263633333333333;0.511033333333333;-0.247366666666667;-0.313633333333333;0.149666666666667;0.143666666666667;0.0941666666666667;-0.0738333333333333;0.105;0.325233333333333;-0.103633333333333;-0.0398;-0.0500666666666667;-0.208866666666667;-0.0278666666666666;0.286433333333333;-0.641466666666667;0.355033333333333
shn	chr2R_+_11190396_11199001_11204828_11208243_11219712_11220358_11220462	chr2R	+	11190396;11199001;11204828;11208243;11219712;11220358;11220462	0.00196390190749769	0.0159780930141286	0.100866666666667;-0.0150666666666667;-0.0858;-0.00666666666666666;-0.0197666666666667;0.0264666666666667;0.0646000000000001;-0.0646
CG5727	chr2L_-_10210619_10210738_10211147_10211153	chr2L	-	10210619;10210738;10211147;10211153	0.0143109037179818	0.076440239939043	0.204166666666667;-0.204166666666667;0.0194666666666667;-0.0194666666666667;-0.0452;0.0452;-0.131966666666667;0.131966666666667
NONE	chr2R_+_11622473_11626943_11644664_11651424_11651773	chr2R	+	11622473;11626943;11644664;11651424;11651773	4.57070864016224e-14	2.7596512570739e-12	-0.563;0.563;0.674333333333333;-0.3997;-0.2746
ths	chr2R_+_11770582_11778840_11778903_11780326_11780385_11790934_11793226	chr2R	+	11770582;11778840;11778903;11780326;11780385;11790934;11793226	2.58086857664772e-08	7.41823616252468e-07	0.223733333333333;-0.0995333333333333;-0.173733333333333;0.0495666666666667;0.00973333333333348;-0.00973333333333333;0.642;-0.642
MCPH1	chr2R_-_11899062_11899103_11900013_11901036_11902356	chr2R	-	11899062;11899103;11900013;11901036;11902356	1.71220069172326e-08	5.08873117903545e-07	-0.00236666666666663;-0.000266666666666666;0.0027;0.000866666666666667;-0.000866666666666571
PI31	chr2R_-_11968479_11968545_11968591_11968738_11970024	chr2R	-	11968479;11968545;11968591;11968738;11970024	1.27658763894232e-05	0.000214235283472554	0.0911333333333334;-0.0911333333333334;0.0567333333333333;-0.0445;-0.0123
CG44314	chr2R_+_12053343_12053571_12053733_12055967_12055972_12056386_12061429_12061506	chr2R	+	12053343;12053571;12053733;12055967;12055972;12056386;12061429;12061506	1.65654037114923e-07	4.15207998372992e-06	-0.0214999999999999;0.0215;-0.0303666666666665;0.0303666666666667;-0.0541666666666667;0.0541666666666667;0.108866666666667;-0.00186666666666668;-0.0486333333333334;-0.0583666666666667;0.0257999999999999;-0.0258;0.0282;-0.0282
CG8878	chr2R_-_12150136_12150139_12150528_12150579_12150613_12150796_12150909	chr2R	-	12150136;12150139;12150528;12150579;12150613;12150796;12150909	0.0194178311108389	0.0964450972932892	0.1111;-0.1111;0.0696666666666667;-0.0696666666666667;-0.0443;0.0443;0.0613666666666667;0.118733333333333;0.00833333333333336;-0.0870333333333333;-0.101366666666667
Cam	chr2R_+_12264917_12269191_12269435_12270078_12270243_12273692_12273764	chr2R	+	12264917;12269191;12269435;12270078;12270243;12273692;12273764	0.0158961827044301	0.0829491246133778	-0.000366666666666667;-0.00126666666666664;0.00126666666666667;-0.0001;0.000466666666666667;0.000333333333333186;-0.000333333333333333
CG14932	chr2L_+_11790214_11790270_11790276_11790310_11790368	chr2L	+	11790214;11790270;11790276;11790310;11790368	0.00965484550016276	0.0563816940632735	-0.0378;0.0378000000000001;0.0406666666666666;-6.66666666666697e-05;-0.0406
salto	chr2R_-_12303283_12303313_12303336_12303352_12303363_12303401_12303494_12303560	chr2R	-	12303283;12303313;12303336;12303352;12303363;12303401;12303494;12303560	8.55593334240634e-17	6.5825354952039e-15	0.00666666666666667;-0.0314333333333333;-0.0900666666666667;0.114766666666667;0.0006;0.00173333333333325;-0.00243333333333332;0.000166666666666667;0.0102666666666667;-0.0102666666666668;0.100133333333333;-0.100133333333333
CG8839	chr2R_-_12341782_12341843_12341919_12341982_12342774_12344032_12344458_12344462_12344464_12344466_12344519	chr2R	-	12341782;12341843;12341919;12341982;12342774;12344032;12344458;12344462;12344464;12344466;12344519	0.00343412338060478	0.0249730043121385	-0.5357;0.5357;0.0240666666666667;-0.0211;0.0717333333333333;0.0131666666666667;-0.00276666666666667;0.000566666666666667;0.0199;0.0131333333333333;-0.118666666666667
crol	chr2L_-_11799402_11799405_11800153_11800322_11802285_11802369_11802903_11803674_11803783	chr2L	-	11799402;11799405;11800153;11800322;11802285;11802369;11802903;11803674;11803783	0.000503987279689925	0.00511772086619764	-0.0339666666666667;0.0339666666666667;-0.0121;0.0121;-0.2341;0.2341;-0.0530333333333333;0.0530333333333333;0.0392666666666668;0.00923333333333334;-0.0485333333333333;0.0689;-0.0404666666666667;0.00323333333333332;-0.0316666666666666
fdl	chr2R_-_12490705_12490844_12491175_12491244_12491325_12506809	chr2R	-	12490705;12490844;12491175;12491244;12491325;12506809	2.00073826929899e-08	5.87160471256448e-07	-0.0699000000000001;0.0699;0.0620666666666667;-0.166133333333333;0.165633333333333;-0.0615
s-cup	chr2R_+_12498428_12498475_12498729_12499014_12499953	chr2R	+	12498428;12498475;12498729;12499014;12499953	1.9849053873186e-12	1.00720621632492e-10	-0.149933333333333;0.149933333333333;0.444433333333333;-0.444433333333333;0.591966666666667;-0.591966666666667
fra	chr2R_+_12562036_12562254_12562682_12562817_12562888	chr2R	+	12562036;12562254;12562682;12562817;12562888	4.75019699046919e-05	0.000688221481426999	0.0737333333333334;-0.0737333333333333;-0.0069;0.00690000000000013;0.0300333333333334;-0.0300333333333333
NONE	chr2R_-_1260186_1271487_1275801_1276107_1298066_1316437	chr2R	-	1260186;1271487;1275801;1276107;1298066;1316437	0.00159156180419764	0.0134724280478507	-0.401133333333333;0.024;0.197566666666667;0.179566666666667;0.275533333333333;-0.275533333333333
Amph	chr2R_+_12608178_12609167_12609227_12609636_12609876_12610577	chr2R	+	12608178;12609167;12609227;12609636;12609876;12610577	0.00324436575552235	0.023897315175504	0.0125;-0.0799333333333334;0.0674666666666667;0.0320333333333334;-0.0521333333333334;0.0201
Galphaq	chr2R_+_12612851_12612884_12613030_12613565_12613759_12614345_12615905	chr2R	+	12612851;12612884;12613030;12613565;12613759;12614345;12615905	0.0343701511347526	0.145837046172235	-0.00656666666666661;0.0280333333333334;-0.0214333333333333;-0.0185666666666666;0.0100333333333333;0.00850000000000006;0.0144333333333333;-0.0017;-0.0127333333333334;-0.0180666666666666;0.0180666666666666
Galphaq	chr2R_+_12616941_12617070_12617200_12617454_12617584_12617793	chr2R	+	12616941;12617070;12617200;12617454;12617584;12617793	0.00160605194520886	0.01356130165775	-0.1042;0.1042;0.0390666666666668;-0.0390666666666667;0.0238666666666666;-0.0238666666666667;0.0055;-0.00550000000000006
Galphaq	chr2R_+_12618550_12618606_12618636_12618779_12619062	chr2R	+	12618550;12618606;12618636;12618779;12619062	8.99835030777252e-08	2.36040433696045e-06	-0.243033333333333;0.243033333333333;0.0319;-0.155466666666667;0.1236
Pde1c	chr2L_-_11818849_11830275_11830831_11832723_11832787_11833258	chr2L	-	11818849;11830275;11830831;11832723;11832787;11833258	0.01459302345119	0.0775858991581473	-0.0647333333333334;0.0475333333333333;0.0172333333333333;0.0378666666666667;0.0252666666666667;-0.0631
nemy	chr2R_-_12661196_12661259_12662037_12662285_12664983	chr2R	-	12661196;12661259;12662037;12662285;12664983	0.0137314351775946	0.074015869042109	-0.127166666666667;0.127166666666667;-0.0094666666666664;0.0136;-0.00416666666666668
GLS	chr2R_-_12673339_12673609_12673897_12673925_12673928_12676123	chr2R	-	12673339;12673609;12673897;12673925;12673928;12676123	7.87113926424345e-90	9.91470308773066e-87	-0.321933333333333;0.029;0.292966666666667;0.0130333333333333;0.2986;-0.3116
CG42663	chr2R_+_12735119_12738434_12738504_12746607_12747747_12748911	chr2R	+	12735119;12738434;12738504;12746607;12747747;12748911	1.43420667954154e-05	0.000237767409807556	0.00666666666666665;-0.00666666666666671;-0.204033333333333;0.204033333333333;0.1796;0.0101333333333334;-0.189766666666667
Nacalpha	chr2R_-_12760521_12760725_12760797_12760799_12760803_12761319_12761553_12761627	chr2R	-	12760521;12760725;12760797;12760799;12760803;12761319;12761553;12761627	1.02402093346406e-06	2.21271876174452e-05	-0.627833333333333;0.627833333333333;-0.00673333333333333;0.0009;0.0364666666666668;-0.0315333333333334;0.00673333333333334;-0.0058
Nmda1	chr2R_-_12879146_12879222_12879446_12879572_12879687_12883061_12883522_12883573_12883606	chr2R	-	12879146;12879222;12879446;12879572;12879687;12883061;12883522;12883573;12883606	2.36696832487525e-07	5.76845266154442e-06	-0.0123666666666667;0.0123666666666667;-0.255966666666667;-0.340666666666667;0.596633333333333;-0.0158333333333333;-0.0159;0.0200666666666668;0.0124666666666667;-0.000800000000000004
